n	tempo
335000	1.55863
335000	1.55809
335000	1.55804
335000	1.55729
340000	1.57963
340000	1.58718
340000	1.58560
340000	1.58436
340000	1.58812
345000	1.60969
345000	1.61018
345000	1.60867
345000	1.61008
345000	1.61005
350000	1.63302
350000	1.63241
350000	1.63205
350000	1.63285
350000	1.63214
355000	1.65655
355000	1.65668
355000	1.65507
355000	1.65582
355000	1.65786
360000	1.67981
360000	1.67840
360000	1.67966
360000	1.67780
360000	1.67824
365000	1.70370
365000	1.70283
365000	1.70442
365000	1.70287
365000	1.70582
370000	1.72656
370000	1.72631
370000	1.72509
370000	1.72631
370000	1.72695
375000	1.74845
375000	1.75012
375000	1.74959
375000	1.74870
375000	1.74929
380000	1.76573
380000	1.76800
380000	1.76687
380000	1.77686
380000	1.77324
385000	1.79403
385000	1.79244
385000	1.79119
385000	1.79532
385000	1.79581
390000	1.82226
390000	1.82428
390000	1.81937
390000	1.81817
390000	1.81711
395000	1.84195
395000	1.84286
395000	1.84343
395000	1.84435
395000	1.84395
400000	1.86628
400000	1.86732
400000	1.86696
400000	1.86762
400000	1.86487
405000	1.88806
405000	1.88989
405000	1.88868
405000	1.88998
405000	1.89314
410000	1.91906
410000	1.92054
410000	1.91479
410000	1.91471
410000	1.91327
415000	1.93563
415000	1.93647
415000	1.94196
415000	1.93986
415000	1.93934
420000	1.96494
420000	1.96116
420000	1.95873
420000	1.95856
420000	1.95818
425000	1.98223
425000	1.98493
425000	1.98825
425000	1.96577
425000	1.96949
430000	1.99170
430000	1.99335
430000	1.99982
430000	1.99844
430000	1.99853
435000	2.02211
435000	2.01941
435000	2.01989
435000	2.02004
435000	2.01902
440000	2.04434
440000	2.04290
440000	2.04251
440000	2.04021
440000	2.04324
445000	2.06656
445000	2.06592
445000	2.06632
445000	2.06882
445000	2.07020
450000	2.09175
450000	2.09816
450000	2.09862
450000	2.10163
450000	2.09764
455000	2.12518
455000	2.12719
455000	2.12729
455000	2.12147
455000	2.12472
460000	2.14552
460000	2.14727
460000	2.14062
460000	2.13932
460000	2.14084
465000	2.16140
465000	2.16937
465000	2.16507
465000	2.16385
465000	2.16281
470000	2.19331
470000	2.15680
470000	2.15960
470000	2.14506
470000	2.15073
475000	2.17187
475000	2.18340
475000	2.17498
475000	2.17596
475000	2.17461
480000	2.18958
480000	2.16649
480000	2.14295
480000	2.14570
480000	2.14260
485000	2.16545
485000	2.16713
485000	2.17048
485000	2.16849
485000	2.16891
490000	2.19226
490000	2.19309
490000	2.19229
490000	2.19345
490000	2.18912
495000	2.21461
495000	2.21242
495000	2.21383
495000	2.21100
495000	2.21605
500000	2.24155
500000	2.24819
500000	2.24492
500000	2.24352
500000	2.24513
505000	2.26736
505000	2.26309
505000	2.26192
505000	2.26024
505000	2.29021
510000	2.28557
510000	2.28377
510000	2.28524
510000	2.28689
510000	2.28882
515000	2.31104
515000	2.33827
515000	2.39966
515000	2.38943
515000	2.39288
520000	2.41634
520000	2.41667
520000	2.41899
520000	2.41598
520000	2.41341
525000	2.43630
525000	2.43593
525000	2.44329
525000	2.44497
525000	2.44292
530000	2.46682
530000	2.46419
530000	2.46476
530000	2.46534
530000	2.46419
535000	2.48760
535000	2.49161
535000	2.48748
535000	2.49948
535000	2.48577
540000	2.50777
540000	2.50920
540000	2.51345
540000	2.51220
540000	2.51121
545000	2.52291
545000	2.50719
545000	2.48887
545000	2.48201
545000	2.49199
550000	2.53836
550000	2.51181
550000	2.52739
550000	2.50821
550000	2.50478
555000	2.52366
555000	2.52318
555000	2.52264
555000	2.52145
555000	2.52778
560000	2.54702
560000	2.54440
560000	2.54762
560000	2.54512
560000	2.54863
565000	2.58954
565000	2.58463
565000	2.57173
565000	2.57035
565000	2.57578
570000	2.60006
570000	2.59740
570000	2.59745
570000	2.60139
570000	2.60804
575000	2.62775
575000	2.62905
575000	2.62979
575000	2.62734
575000	2.63520
580000	2.63588
580000	2.63422
580000	2.63153
580000	2.63429
580000	2.64010
585000	2.66037
585000	2.65737
585000	2.65692
585000	2.65702
585000	2.65709
590000	2.68308
590000	2.67895
590000	2.67944
590000	2.67819
590000	2.67773
595000	2.71137
595000	2.70178
595000	2.70408
595000	2.70183
595000	2.70572
600000	2.72802
600000	2.73123
600000	2.73960
600000	2.74221
600000	2.74001
605000	2.75341
605000	2.74058
605000	2.74515
605000	2.74215
605000	2.74019
610000	2.77041
610000	2.78127
610000	2.78204
610000	2.78264
610000	2.78080
615000	2.80539
615000	2.80396
615000	2.81035
615000	2.80763
615000	2.79126
620000	2.82133
620000	2.82921
620000	2.82489
620000	2.82416
620000	2.82131
625000	2.85069
625000	2.85086
625000	2.84754
625000	2.84713
625000	2.85143
630000	2.86950
630000	2.86993
630000	2.87029
630000	2.87116
630000	2.87112
635000	2.89781
635000	2.89945
635000	2.89545
635000	2.89718
635000	2.94067
640000	2.93055
640000	2.92935
640000	2.91933
640000	2.90518
640000	2.90843
645000	2.94216
645000	2.93940
645000	2.93921
645000	2.93621
645000	2.93537
650000	2.95851
650000	2.95894
650000	2.96164
650000	2.95854
650000	2.95998
655000	2.95077
655000	2.92514
655000	2.92729
655000	2.92611
655000	2.92608
660000	2.96376
660000	2.96190
660000	2.96480
660000	2.96681
660000	2.97857
665000	2.99617
665000	3.00746
665000	2.97520
665000	2.98237
665000	2.98241
670000	3.01702
670000	3.00329
670000	3.00537
670000	3.00464
670000	2.99932
675000	3.02267
675000	3.02439
675000	3.02795
675000	3.03490
675000	3.04210
680000	3.07452
680000	3.05602
680000	3.04503
680000	3.04534
680000	3.05607
685000	3.08786
685000	3.09150
685000	3.08365
685000	3.08769
685000	3.08843
690000	3.11104
690000	3.10944
690000	3.10922
690000	3.19714
690000	3.21163
695000	3.25292
695000	3.23407
695000	3.23752
695000	3.22842
695000	3.22855
700000	3.25106
700000	3.25069
700000	3.25031
700000	3.25192
700000	3.25282
705000	3.27866
705000	3.27322
705000	3.27527
705000	3.27810
705000	3.28010
710000	3.31107
710000	3.30406
710000	3.31572
710000	3.29210
710000	3.28677
715000	3.32036
715000	3.32041
715000	3.32343
715000	3.32513
715000	3.32229
720000	3.34073
720000	3.34274
720000	3.34459
720000	3.33832
720000	3.34894
725000	3.36242
725000	3.36394
725000	3.36842
725000	3.36634
725000	3.37759
730000	3.40880
730000	3.41064
730000	3.42103
730000	3.41025
730000	3.40484
735000	3.43083
735000	3.42846
735000	3.43584
735000	3.42963
735000	3.43059
740000	3.45578
740000	3.46694
740000	3.46275
740000	3.45702
740000	3.45024
745000	3.47902
745000	3.48926
745000	3.48349
745000	3.47454
745000	3.47326
750000	3.49449
750000	3.51466
750000	3.50684
750000	3.50503
750000	3.50225
755000	3.52428
755000	3.52425
755000	3.52525
755000	3.53530
755000	3.54024
760000	3.55450
760000	3.54874
760000	3.55474
760000	3.55110
760000	3.55036
765000	3.57069
765000	3.57136
765000	3.57127
765000	3.57226
765000	3.57012
770000	3.58238
770000	3.59217
770000	3.59254
770000	3.59147
770000	3.58960
775000	3.61612
775000	3.61724
775000	3.61388
775000	3.61187
775000	3.62080
780000	3.64135
780000	3.64382
780000	3.64250
780000	3.64067
780000	3.63987
785000	3.66337
785000	3.66015
785000	3.66934
785000	3.67323
785000	3.66933
790000	3.69342
790000	3.72356
790000	3.60785
790000	3.62989
790000	3.61207
795000	3.63705
795000	3.63180
795000	3.65328
795000	3.63539
795000	3.63482
800000	3.61432
800000	3.60756
800000	3.57381
800000	3.57241
800000	3.57167
805000	3.59725
805000	3.59464
805000	3.59452
805000	3.59324
805000	3.58924
810000	3.65241
810000	3.61998
810000	3.63328
810000	3.64919
810000	3.63071
815000	3.65261
815000	3.65095
815000	3.65748
815000	3.64939
815000	3.64966
820000	3.67347
820000	3.67428
820000	3.70000
820000	3.66245
820000	3.66823
825000	3.68621
825000	3.70690
825000	3.72334
825000	3.69121
825000	3.71580
830000	3.73273
830000	3.71501
830000	3.71551
830000	3.76783
830000	3.77710
835000	3.82252
835000	3.81281
835000	3.81668
835000	3.82065
835000	3.81515
840000	3.84269
840000	3.85608
840000	3.81530
840000	3.76333
840000	3.75621
845000	3.78053
845000	3.77089
845000	3.77208
845000	3.77468
845000	3.77363
850000	3.79626
850000	3.79378
850000	3.80456
850000	3.80974
850000	3.80534
855000	3.82175
855000	3.81915
855000	3.82839
855000	3.83227
855000	3.82973
860000	3.84935
860000	3.85280
860000	3.85024
860000	3.85309
860000	3.85520
865000	3.88267
865000	3.89003
865000	3.88094
865000	3.88671
865000	3.88353
870000	3.91546
870000	3.91765
870000	3.92165
870000	3.92335
870000	3.92375
875000	3.94373
875000	3.95391
875000	3.92453
875000	3.93442
875000	3.94224
880000	3.96989
880000	3.97436
880000	3.96700
880000	3.95392
880000	3.94891
885000	3.97195
885000	3.97084
885000	4.01765
885000	3.98460
885000	4.02389
890000	4.03071
890000	4.02015
890000	4.01310
890000	4.00151
890000	4.00824
895000	4.03155
895000	4.03267
895000	4.04088
895000	4.04011
895000	4.05837
900000	4.05560
900000	4.09873
900000	4.21373
900000	4.17741
900000	4.18791
905000	4.20538
905000	4.20966
905000	4.21082
905000	4.21329
905000	4.18090
910000	4.16499
910000	4.16503
910000	4.16086
910000	4.16190
910000	4.15663
915000	4.17908
915000	4.17791
915000	4.17804
915000	4.17864
915000	4.17754
920000	4.20958
920000	4.10524
920000	4.10823
920000	4.10455
920000	4.10463
925000	4.13043
925000	4.12898
925000	4.13295
925000	4.13125
925000	4.13186
930000	4.15399
930000	4.15331
930000	4.15056
930000	4.15219
930000	4.15095
935000	4.17548
935000	4.17398
935000	4.17447
935000	4.16990
935000	4.16829
940000	4.20446
940000	4.19509
940000	4.19140
940000	4.19735
940000	4.19256
945000	4.21789
945000	4.21875
945000	4.21570
945000	4.20657
945000	4.22923
950000	4.24982
950000	4.24960
950000	4.25632
950000	4.25222
950000	4.25333
955000	4.27439
955000	4.26859
955000	4.27511
955000	4.31844
955000	4.42936
960000	4.45305
960000	4.45529
960000	4.44970
960000	4.45057
960000	4.45087
965000	4.48142
965000	4.47667
965000	4.48763
965000	4.48460
965000	4.48235
970000	4.50085
970000	4.50676
970000	4.50777
970000	4.50460
970000	4.50667
975000	4.52512
975000	4.52971
975000	4.52866
975000	4.52886
975000	4.52649
980000	4.55542
980000	4.54974
980000	4.55492
980000	4.55244
980000	4.55035
985000	4.58097
985000	4.57534
985000	4.58231
985000	4.58054
985000	4.58524
990000	4.60857
990000	4.60665
990000	4.60369
990000	4.60756
990000	4.60594
995000	4.62811
995000	4.63460
995000	4.63272
995000	4.62845
995000	4.63184
1000000	4.65501
1000000	4.65363
1000000	4.63637
1000000	4.64063
1000000	4.64074
1005000	4.66726
1005000	4.66534
1005000	4.66757
1005000	4.66965
1005000	4.68345
1010000	4.69677
1010000	4.69679
1010000	4.71416
1010000	4.70944
1010000	4.71107
1015000	4.73730
1015000	4.73989
1015000	4.73688
1015000	4.73874
1015000	4.74142
1020000	4.76683
1020000	4.76466
1020000	4.76591
1020000	4.76653
1020000	4.76656
1025000	4.78419
1025000	4.78769
1025000	4.76888
1025000	4.77143
1025000	4.78729
1030000	4.81200
1030000	4.81190
1030000	4.81148
1030000	4.80676
1030000	4.80701
1035000	4.83454
1035000	4.83507
1035000	4.83554
1035000	4.83015
1035000	4.83271
1040000	4.85456
1040000	4.85652
1040000	4.85298
1040000	4.85479
1040000	4.85315
1045000	4.87043
1045000	4.87323
1045000	4.89758
1045000	4.86051
1045000	4.87861
1050000	4.90534
1050000	4.90045
1050000	4.90001
1050000	4.90275
1050000	4.90448
1055000	4.92846
1055000	4.92262
1055000	4.92303
1055000	4.92246
1055000	4.92530
1060000	4.94563
1060000	4.94916
1060000	4.94769
1060000	4.94914
1060000	4.94670
1065000	4.97303
1065000	4.97063
1065000	4.97164
1065000	4.97235
1065000	4.97381
1070000	4.99402
1070000	4.99117
1070000	4.99486
1070000	4.99522
1070000	4.99489
1075000	5.01494
1075000	5.01853
1075000	5.00134
1075000	4.98704
1075000	5.00636
1080000	5.03777
1080000	5.03819
1080000	5.03937
1080000	5.03854
1080000	5.03533
1085000	5.06119
1085000	5.06178
1085000	5.06159
1085000	5.02287
1085000	4.91848
1090000	5.04295
1090000	5.03917
1090000	5.04827
1090000	5.04086
1090000	5.04811
1095000	5.06857
1095000	5.06403
1095000	5.07284
1095000	5.07576
1095000	5.09396
1100000	5.13080
1100000	5.13425
1100000	5.12861
1100000	5.12754
1100000	5.13048
1105000	5.14992
1105000	5.15111
1105000	5.15126
1105000	5.15231
1105000	5.14978
1110000	5.17635
1110000	5.17744
1110000	5.17463
1110000	5.17662
1110000	5.16717
1115000	5.19726
1115000	5.19685
1115000	5.19667
1115000	5.19194
1115000	5.19830
1120000	5.21758
1120000	5.21894
1120000	5.21920
1120000	5.22164
1120000	5.22077
1125000	5.24151
1125000	5.24075
1125000	5.23919
1125000	5.24273
1125000	5.24169
1130000	5.26291
1130000	5.26916
1130000	5.26439
1130000	5.26229
1130000	5.26760
1135000	5.28625
1135000	5.29135
1135000	5.28846
1135000	5.29081
1135000	5.28811
1140000	5.31168
1140000	5.31493
1140000	5.31072
1140000	5.31274
1140000	5.31334
1145000	5.33473
1145000	5.33386
1145000	5.33837
1145000	5.33397
1145000	5.33665
1150000	5.35521
1150000	5.36019
1150000	5.36033
1150000	5.35540
1150000	5.36095
1155000	5.38385
1155000	5.38227
1155000	5.37936
1155000	5.38453
1155000	5.38568
1160000	5.40929
1160000	5.40438
1160000	5.40789
1160000	5.41058
1160000	5.42610
1165000	5.43132
1165000	5.43267
1165000	5.43419
1165000	5.41932
1165000	5.43051
1170000	5.45492
1170000	5.45415
1170000	5.45286
1170000	5.45572
1170000	5.45801
1175000	5.47058
1175000	5.47303
1175000	5.47160
1175000	5.46766
1175000	5.47315
1180000	5.49824
1180000	5.49300
1180000	5.49480
1180000	5.49727
1180000	5.49500
1185000	5.51734
1185000	5.51458
1185000	5.51847
1185000	5.51960
1185000	5.51687
1190000	5.54209
1190000	5.41389
1190000	5.40736
1190000	5.48043
1190000	5.49792
1195000	5.52642
1195000	5.53008
1195000	5.52702
1195000	5.53249
1195000	5.53739
1200000	5.56335
1200000	5.56422
1200000	5.56622
1200000	5.57196
1200000	5.56985
1205000	5.59220
1205000	5.59174
1205000	5.58721
1205000	5.57909
1205000	5.58242
1210000	5.60532
1210000	5.60699
1210000	5.60623
1210000	5.61044
1210000	5.60496
1215000	5.63309
1215000	5.63343
1215000	5.63839
1215000	5.63781
1215000	5.63942
1220000	5.66526
1220000	5.66340
1220000	5.66252
1220000	5.66571
1220000	5.66471
1225000	5.68598
1225000	5.68245
1225000	5.68548
1225000	5.68714
1225000	5.69128
1230000	5.70774
1230000	5.70525
1230000	5.70871
1230000	5.70516
1230000	5.70189
1235000	5.72599
1235000	5.72838
1235000	5.72903
1235000	5.72839
1235000	5.72732
1240000	5.75420
1240000	5.75570
1240000	5.75070
1240000	5.75092
1240000	5.75136
1245000	5.77696
1245000	5.77663
1245000	5.77751
1245000	5.77775
1245000	5.77957
1250000	5.80302
1250000	5.78687
1250000	5.80376
1250000	5.80529
1250000	5.80072
1255000	5.82587
1255000	5.82007
1255000	5.84607
1255000	5.85483
1255000	5.85348
1260000	5.87645
1260000	5.87873
1260000	5.87170
1260000	5.87035
1260000	5.86864
1265000	5.89277
1265000	5.89279
1265000	5.89459
1265000	5.89046
1265000	5.89047
1270000	5.91797
1270000	5.91810
1270000	5.91969
1270000	5.91773
1270000	5.91488
1275000	5.92105
1275000	5.92280
1275000	5.92584
1275000	5.92555
1275000	5.92471
1280000	5.96693
1280000	5.96771
1280000	5.96757
1280000	5.96660
1280000	5.96886
1285000	5.98881
1285000	5.99081
1285000	5.98958
1285000	5.99474
1285000	5.99126
1290000	6.00901
1290000	5.97944
1290000	5.98974
1290000	6.00633
1290000	6.00780
1295000	6.03258
1295000	6.03398
1295000	6.01252
1295000	6.03467
1295000	6.03727
1300000	6.05959
1300000	6.05897
1300000	6.06091
1300000	6.05972
1300000	6.05428
