SECONDS;LIMIT;THREADSMPI;SCHEDULE;THREADSOPENMP
14.926081;100000;4;static;8
139.643199;300000;4;static;8
572.609612;600000;4;static;8
14.930010;100000;4;dynamic;8
139.652126;300000;4;dynamic;8
572.640587;600000;4;dynamic;8
14.928081;100000;4;guided;8
139.657823;300000;4;guided;8
572.646859;600000;4;guided;8
