SECONDS;LIMIT;THREADSMPI;SCHEDULE;THREADSOPENMP
7.506512;100000;4;static;16
70.136177;300000;4;static;16
287.227147;600000;4;static;16
7.498001;100000;4;dynamic;16
70.005139;300000;4;dynamic;16
287.069529;600000;4;dynamic;16
7.497699;100000;4;guided;16
70.008684;300000;4;guided;16
287.021009;600000;4;guided;16
7.502592;100000;4;auto;16
70.010258;300000;4;auto;16
287.044548;600000;4;auto;16
