SECONDS;LIMIT;THREADSMPI;SCHEDULE;THREADSOPENMP
7.673953;100000;4;static;24
71.753346;300000;4;static;24
294.246544;600000;4;static;24
7.690484;100000;4;dynamic;24
71.827530;300000;4;dynamic;24
294.218248;600000;4;dynamic;24
7.695118;100000;4;guided;24
71.764093;300000;4;guided;24
294.122604;600000;4;guided;24
7.694894;100000;4;auto;24
71.769665;300000;4;auto;24
294.056362;600000;4;auto;24
